Usuario,City,User items,Item title,Item description,Item views,Size,Brand,Status,Price,Color,Likes
zairar,Leon,45,Zapatos piel,Zapatos planos abiertos y trenzados de piel,39,39,London Rebel,Muy bueno,"10,00 €",2,4
terefviejo,Fresneda (Lugones),21,Blusa zara escote espalda,sin usar,61,M / 38 / 10,Zara,Nuevo sin etiquetas,"4,00 €",12,11
lola26337,Alicante/Alacant,3,Lote Mujer ,Vendo lote de mujer porque no he usado casi nada estás prendas... No son de mi estilo ,1,S / 36 / 8,Sin Marca,Muy bueno,"5,00 €",15,1
chusfrancia,Majadahonda,2,Vaquero Lft,"Vaquero Lft
Usado",23,S / 36 / 8,lefties,Bueno,"4,00 €",26,4
695341113,,1,"Plancha de pelo ghd, peluquería, mujer. ",Tiene unos cuantos años por eso la vendo a ese precio y porque ya no la uso.esta limpiada y desinfectada.usada pero en buen Estado y calienta bien. ,358,,GHD,Nuevo con etiquetas,"60,00 €",,12
terefviejo,Fresneda (Lugones),21,Vestido zara corto escote,poco uso,65,XS / 34 / 6,Zara,Muy bueno,"5,00 €",2,4
chusfrancia,Majadahonda,2,Pantalón vaquero Mango,"Pantalón vaquero Mango, color tostado.
Usado",21,S / 36 / 8,Mango,Bueno,"6,00 €",4,5
laily44,,1,Jersey de rayas agujereadas,"No fue usado, de mucha talla (XL) y en buenas condiciones, perfecto para días fríos.",75,XL / 42 / 14,Sin Marca,Nuevo sin etiquetas,"4,00 €",1,7
mercelopez3710,,3,Corbata,Nuevo,17,,Zara,Nuevo sin etiquetas,"5,00 €",6,0
ainab1999,Artes,29,Zapatillas nike,usadas poco,118,44,Nike,Bueno,"5,00 €",1,4
xbm1,Salvaterra De Miño (Casco Urbano),1,Bolso Parfois,Bolso a estrenar,196,,Parfois,Nuevo con etiquetas,"8,00 €",2,23
raquel062,,1,Pantalones efecto cuero de Zara,Poco uso,257,S / 36 / 8,Zara,Muy bueno,"5,00 €",1,24
araceli31793,,1,Pantalón corto Real Madrid ,Pantalón corto con el escudo del Real Madrid. NO HAGO ENVIOS,100,XS,Adidas,Muy bueno,"4,00 €",9,6
anitayalex,,1,Sandalia Gioseppo,"nuevas sin estrenar , talla 37",255,37,Gioseppo,Nuevo con etiquetas,"18,00 €",1,53
clara2770160,Mojacar,6,Camiseta ,camiseta marinera ,15,XXXL / 46 / 18,,Bueno,"3,00 €",7,1
1anaantequera7,,3,Pantalón vaquero ,Pantalón vaquero nuevo a estrenar ,88,S,,Nuevo con etiquetas,"7,00 €",9,0
flowricienta,,1,Botas Ibicencas de la marca Héctor. Estilo hippie para verano.,"Tienen 6 años pero 4 usos únicamente. Son delicadas a la hora de limpiarlas puesto que es piel.
",178,40,,Bueno,"7,00 €",2,10
martaapuiig,Lleida,8,Bolso con beillantes,No está estrenado,47,,Zara,Nuevo sin etiquetas,"5,00 €",20,7
aliciamc18,Santiago De Cartes,15,Braguita cubrepañal Lola palacios,Lote de 3 braguita cubrepañal. Talla 24 meses . Marca Lola palacios.  Poco uso . Talla normal . ,22,18-24 meses / 86-92 cm,Lola Palacios,Muy bueno,"9,00 €",9,4
nuria140897,,1,Zapatos de tacon,todos los zapatos han sido usados una vez estan asi de estar guardados son casi todos el numero 37 los negros de tacon fino son un 38 los vendo a 5€ menos los rosas de maripaz que llevo poco mas de un año y solo han sido puestos una vez que los vendo por 15€ estan nuevos los rosas.,87,37,Mary Paz,Muy bueno,"5,00 €",1,3
arregi1,,3,Chándal Manchester City,Buen estado.,149,M,Nike,Muy bueno,"15,00 €",15,11
aareenee,Bilbao,3,Camiseta de tirantes y estampado de flores,sin utilizar ,56,XS / 34 / 6,OXXO,Nuevo sin etiquetas,"5,00 €",4,3
geferloba,Mollet Del Valles,10,Blusa de flores Mango,usado una vez ,24,XS / 34 / 6,Mango,Muy bueno,"5,00 €",1,6
aareenee,Bilbao,3,Camiseta tirantes blanca ,muy cómoda y usable ,84,S / 36 / 8,Mango,Muy bueno,"3,00 €",12,19
marta-25,,2,Cinturón H&M,"Nuevo.
Talla: XS",27,15-16 años / 158-164 cm,H&M,Nuevo sin etiquetas,"1,00 €",1,5
sandrals26,Ponferrada,21,Playeros garvalin 19,Como nuevo. Sin apenas uso ,2,19,garvalin,Muy bueno,"8,00 €",1,0
mirandazl,Barcelona,7,Deportivas Nike,"Usado
Talla 38, quedan bastante ajustadas ",36,38,Nike,Satisfactorio,"15,00 €",9,1
anabel_.09,Madrid,3,Falda de flores Springfield,"Falda negra con estampado de flores, con dos cremalleras.
Talla 36.
Usada una vez",69,S / 36 / 8,Springfield,Nuevo sin etiquetas,"5,00 €",1,9
sandrals26,Ponferrada,21,Playeros new balance talla 20,Como nuevo. Sin apenas uso.,60,20,New Balance,Muy bueno,"6,00 €",22,12
mardmar,Torre del Mar,12,Pantalón estrellas Lefties,"Nuevo.
Pantalón corto de pinza con detalles de metal y cremallera trasera. ",33,M / 38 / 10,lefties,Nuevo sin etiquetas,"3,00 €",1,8
silviagomariz,Viladecans,15,Short vestir Stradivarius ,"Usado un solo día, se me ha quedado pequeño",54,S / 36 / 8,Stradivarius,Nuevo sin etiquetas,"3,00 €",2,12
natalia7997,Torremolinos,11,Gafas de sol Ray-ban,"Se venden por no usarlas, son Ray-ban auténticas las compré en una óptica. Son el modelo 3211 y la talla Small ",96,,Ray-Ban,Bueno,"25,00 €",3,9
marta-25,,2,Top Bershka,Nuevo.,149,M / 38 / 10,Bershka,Nuevo con etiquetas,"6,00 €",3,28
valeria1031,Madrid,6,Top bandeau con estampado de tigre.,Sin estrenar. Talla L,149,L / 40 / 12,SheInside,Nuevo con etiquetas,"5,00 €",1,16
ari111111,Madrid,8,Camiseta Lurdes Bergada ,Color teja. talla S-M,65,S / 36 / 8,Lurdes Bergada,Muy bueno,"10,00 €",7,4
olatzrincom,San Sebastián de la Gomera,2,Vestido corto tintoretto  38/40,"vestido corto rosa y blanco de la marca tintoretto la talla es una 40 , pero para una 38 está muy bien . 
",26,M / 38 / 10,Tintoretto,Bueno,"10,00 €",12,2
puesyomismo,,3,1000 trucos para adiestrar a tu perro,Libro muy completo sobre consejos para tu mascota. ,31,,,Muy bueno,"2,00 €",,3
claudia_soca,Lleida,2,Body rojo Bershka,"body usado una vez, casi nuevo",239,S / 36 / 8,Bershka,Muy bueno,"3,00 €",7,74
olatzrincom,San Sebastián de la Gomera,2,Pantalón compañía fantástica S,"pantalón de rayas azul y blanco talla S .sin uso 
",13,S / 36 / 8,Compania Fantastica,Nuevo sin etiquetas,"8,00 €",9,4
claudia_soca,Lleida,2,Camiseta de Bershka,camiseta abieta por el pecho usada muy poco,25,S / 36 / 8,Bershka,Bueno,"2,00 €",3,0
claudia_soca,Lleida,2,Camiseta de Bershka,camiseta abieta por el pecho usada muy poco,25,S / 36 / 8,Bershka,Bueno,"2,00 €",3,0
pastyp,A Coruña,4,Sandalias,Sandalias bajas para diario de color blanco y con una tira gris brillante ,25,37,Bershka,Bueno,"1,50 €",12,2
vanessatebarcasals,Zaragoza,2,Termo jarra ,No ha sido usado,340,,,Nuevo sin etiquetas,"2,00 €",,31
anabel_.09,Madrid,3,Vaqueros cortos pimkie,"Vaqueros cortos con efecto color desgastado, tiro medio/bajo, cintura 70-79 cm aprox, altura del pantalón 23 cm aprox.",35,XS / 34 / 6,Pimkie,Bueno,"2,00 €",9,1
anllimofi,Trabanca Badiña (Pª Arealonga),21,Pantalón Levis talla 34,"Usado, abajo es pitillo",177,S,Levi's,Satisfactorio,"10,00 €",27,6
pastyp,A Coruña,4,Sandalias de tacón,"Sandalias de tacón blanco, ideales para el verano, son muy cómodos. Vienen dentro de una bolsita negra para que no se estropeen",45,37,Mary Paz,Muy bueno,"3,00 €",12,4
4driana85,Mostoles,8,Deportivas Nike ,"están en buen estado, solo marcadas en la plantilla interior por un sello, tonos fluorescentes turquesa, rosa y amarillo. dan soporte a los bebés para caminar cuando apenas están aprendiendo. ",32,17,Nike,Muy bueno,"6,00 €",15,7
monica1506,Valladolid,10,Cortacientos de Massimo Dutti,"Cortavientos de Massimo Dutti,la manga se puede recoger y quedar a 1/2 manga,lleva también un elástico en la cintura para poder ajustar ",25,M / 38 / 10,MASSIMO DUTTI,Muy bueno,"10,00 €",4,1
pastyp,A Coruña,4,Zapatos,"Zapatos blancos de mango de vestir, están usados un par de veces",13,37,Mango,Muy bueno,"2,50 €",12,1
maribelsanchezdlt,,3,Chaqueta de cuero marrón chocolate,Usado pocas veces,14,S / 36 / 8,lefties,Muy bueno,"4,00 €",2,0
daniel8998,Tenerife,4,Pulseras ,"Vendo pulsera y varios accesorios para mujer 
Descubre mucho más en mi tienda virtual 
Enviame y te doy más detalles ",46,,Sin Marca,Nuevo con etiquetas,"5,00 €",14,1
4driana85,Mostoles,8,Zapatillas Nike niña invierno ,"Las usaron 2 -3 veces, el peluche de dentro es lo que fácilmente parece desgastado pero están prácticamente nuevos! ",48,19,Nike,Muy bueno,"8,00 €",24,7
pablo1612,,2,Gorras,Las vendo por no usarlas. ,103,,Adidas,Bueno,"6,00 €",15,2
maribelsanchezdlt,,3,Camisa lisa verde azulado,Usado 1 vez,5,S / 36 / 8,Sin Marca,Nuevo sin etiquetas,"4,00 €",30,0
carmenac1,Lugo,36,Kimono,Kimono  talla única.  En perfecto estado ,34,Talla única,no hay marca,Muy bueno,"5,00 €",23,2
maroussia.29,Arroyo De La Miel,23,Short ,En buen estado ,35,L / 40 / 12,camaieu,Muy bueno,"2,00 €",4,2
pablo1612,,2,Zapatillas,"Usadas muy poco, las vendo por no utilizarlas",50,42,Pull & Bear,Bueno,"8,00 €",1,1
maroussia.29,Arroyo De La Miel,23,Pantalón corto ,Nuevo ,40,S / 36 / 8,Stradivarius,Nuevo sin etiquetas,"5,00 €",9,9
laleti14,,1,Zapatos deportivos sprinfield ,Usado solo una vez talla41 son unisex muy cómodos ,26,41,Springfield,Muy bueno,"5,00 €",9,1
iren.e828,,1,Botas de fútbol de nike,Usados solo una vez detalla 38/39 ,37,39,Nike,Muy bueno,"30,00 €",11,0
aleymarc,Redovan,1,Camisetas,"Camisetas frescas de benneton 1,50€ cada una, talla 1-2años, en perfecto estado",22,12-18 meses / 80-86 cm,United Colors of Benetton,Muy bueno,"1,50 €",15,3
daniel8998,Tenerife,4,Anillos 💍 bisutería ,Venta de varios artículos de bisutería y varios accesorios en mi nueva tienda online ,80,Ajustable,Sin Marca,Nuevo con etiquetas,"1,50 €",15,2
assabloybeso,Madrid,1,New Balance - Violet Fluorite with Defense Green,"Talla 40.5 EU / 7 UK / 7.5 US
",122,40,New Balance,Nuevo con etiquetas,"50,00 €",15,5
clau9898989898,,2,Pantalón holgado leopardo,"El pantalón es holgado y fresquito
Es de tiro alto
Se ajusta muy bien ya que tiene una goma en la cintura
Tiene una cinta en la cintura por si quieres hacerte un lazo
Tiene dos bolsillos delanteros
",103,S / 36 / 8,Stradivarius,Muy bueno,"5,00 €",2,15
didac07,,1,Chanclas,"chanclas nuevas a estrenar
",37,43,Lidl,Nuevo sin etiquetas,"5,00 €",1,0
laurasg56666,Casas-Ibáñez,0,Camiseta Disney ,Usado una vez,93,S / 36 / 8,Mango,Muy bueno,"3,00 €",1,9
monchycort,Oviedo,1,Botas de futbol,"Botas de futbol n 43.
Usadas una vez
Marca Nike
",38,43,Nike,Nuevo sin etiquetas,"35,00 €",8,4
fabhm,,46,Camiseta fresquita,Nueva,65,L / 40 / 12,Primark,Nuevo sin etiquetas,"3,00 €",23,12
sonniahra,Vilanova Del Cami,6,Zapatos mujer negros tipo,"zapatos con cordones , mujer , nuevos sin estrenar , talla 37,5 , color negro ",34,37.5,JustFab,Nuevo con etiquetas,"12,00 €",1,2
evamasaa,,25,Zapatos MARY paz,talla 37,13,37,Mary Paz,Bueno,"7,00 €",1,1
nicolesuarez01,,2,Funda iphone 5,Usado nunca.,24,,Mango,Nuevo sin etiquetas,"4,00 €",5,0
vanessatebarcasals,Zaragoza,2,Bandejas de cerámica,Usadas una vez.,149,,,Muy bueno,"5,00 €",12,5
laurasg56666,Casas-Ibáñez,0,Camiseta de puntitos amarilla casual ideal para acompañar con vaqueros,Usado una vez,29,S / 36 / 8,lefties,Muy bueno,"3,00 €",8,3
arianeth23,Madrid,1,Zapatos de tacon ,Muy pocos usos,323,40,Marypaz,Muy bueno,"5,00 €",1,12
andreaajimenez,,1,Pantalones ,vaqueros cortos ajustados ,105,XS / 34 / 6,Bershka,Bueno,"5,00 €",9,19
diego_jimenez,,3,Zapatillas Futbol sala NIKE Mercurial,Usadas unas 20 veces estan en buen estado,32,45.5,Nike,Muy bueno,"20,00 €",1,1
jaimesndep,Madrid,1,"Zapatillas chanclas, Nike x Stussy",Nuevo de sorteo Nike,73,38,Nike,Nuevo con etiquetas,"60,00 €",1,6
beapm21,Cáceres,1,Botín pelo borreguito interior,"38, usado muy poco",138,38,Marypaz,Muy bueno,"5,00 €",28,9
luisargueso,Estepona,3,Women’s Guess Purse,Brand new with label and box,152,,Guess,Nuevo con etiquetas,"45,00 €",1,4
saritamndz,Avilés,2,Adidas Tubular Mujer,"Muy poco uso, suelas y plantillas en perfecto estado. Talla 38. Marca Adidas Original.",64,38,Adidas,Muy bueno,"20,00 €",12,10
anar1012,,1,Calzado shape ups,"Calzado nuevo, talla 38.",64,38,Skechers,Nuevo con etiquetas,"26,00 €",1,1
anasanchezperez,Los Santos de Maimona,3,Nuevoo,Nuevooo,106,L / 40 / 12,Bershka,Muy bueno,"5,00 €",5,0
mariaydaira,Pilas,21,Zapatos del 38 39 vendo lote o suelto. Taconazos,"Por cambio d estilo vendo taconazos con plataformas. Algunos solo una puesta. Precio 3e por zapatos y si llebas más hago precio. Enseño fotos por privado del que interese.
",227,38,varias,Muy bueno,"3,00 €",15,6
anasanchezperez,Los Santos de Maimona,3,Nuevo,Nuevo,160,,Zara,Nuevo sin etiquetas,"2,00 €",6,1
dayan252002,,1,Zapatos de Zara,"Nuevos  dos tallas disponibles en 35 y 36 
20€ cada par
",236,35,Zara,Nuevo con etiquetas,"20,00 €",12,10
anasanchezperez,Los Santos de Maimona,3,Vestido,Nuevii,222,XL / 42 / 14,Stradivarius,Muy bueno,"2,00 €",5,2
georgina.sl,Castelldefels,10,Camiseta de tirantes del Doble Agent,"En perfecto estado, usado pocas veces. Tiene en la parte trasera superior de la espalda un diseño de apertura muy cómodo. 

#camisetadetirantes #gris #dobleagent ",18,S / 36 / 8,Double Agent,Muy bueno,"3,00 €",3,3
msacrista51,,7,Biker color rojizo,Usado varias veces. Tiene una manchita en la manga.,16,S / 36 / 8,La tienda de valentina,Satisfactorio,"5,00 €",7,1
dayan252002,,1,Zapatos de Zara,"Nuevos  dos tallas disponibles en 35 y 36 
20€ cada par
",236,35,Zara,Nuevo con etiquetas,"20,00 €",12,10
anasanchezperez,Los Santos de Maimona,3,Vestido,Nuevii,222,XL / 42 / 14,Stradivarius,Muy bueno,"2,00 €",5,2
georgina.sl,Castelldefels,10,Camiseta de tirantes del Doble Agent,"En perfecto estado, usado pocas veces. Tiene en la parte trasera superior de la espalda un diseño de apertura muy cómodo. 

#camisetadetirantes #gris #dobleagent ",18,S / 36 / 8,Double Agent,Muy bueno,"3,00 €",3,3
msacrista51,,7,Biker color rojizo,Usado varias veces. Tiene una manchita en la manga.,16,S / 36 / 8,La tienda de valentina,Satisfactorio,"5,00 €",7,1
lauura.mg,,3,Blusa Shana,"Usado un par de veces. Es ancho, se suele llevar con algo debajo ",34,L / 40 / 12,Shana,Muy bueno,"3,00 €",9,2
josemartinezz,,3,Camiseta deportiva ,"camiseta deportiva , perfecto estado , talla XS , marca AND1",14,XS,And1,Nuevo sin etiquetas,"6,00 €",1,1
cosasdemarcabaratas,,15,Monedero Tous,Original. Nuevo a estrenar ,488,,Tous,Nuevo con etiquetas,"35,00 €",3,28
josemartinezz,,3,Camiseta deportiva Miami Heat ,"En perfecto estado , talla XS",29,XS,Adidas,Nuevo con etiquetas,"14,00 €",1,1
estheraloonso,,27,Mule tacón Zara,"Mule azul bebé con de 6cm, punta cuadrada. Nuevo con etiqueta. ",106,37,Zara,Nuevo con etiquetas,"20,00 €",26,13
evagraande,,21,Cuñas esparto Pimkie,"Usado una vez, tallan perfectas",90,37,Pimkie,Muy bueno,"6,00 €",2,13
maitegonzalez04,Sevilla,14,Falda estampado flores,Falda estampado flores talla S . Muy poco uso,18,S / 36 / 8,el corte ingles,Muy bueno,"5,00 €",15,0
valepach99,Toledo,2,Camisa de Bershka,No la use ninguna vez porque se me quedó pequeña .,2,XS / 34 / 6,Bershka,Muy bueno,"5,00 €",8,0
angivalarezo,Madrid,6,Cartera Bimba y Lola ,Cartera de la firma BIMBA Y LOLA de la temporada pasada la vendo porque me he comprado otra. Esta en muy buen estado lo podéis ver en las fotos ,391,,Bimba y Lola,Muy bueno,"20,00 €",14,47
maldj91,Burgos,3,Falda Stradivarius talla 42,Usado 3 veces,230,XL / 42 / 14,Stradivarius,Muy bueno,"5,00 €",9,42
judithpozo,,1,Body Mickey Maura Berschka,"usado varías veces anteriormente, está un poco desgastado pero apenas se aprecia.",74,XS / 34 / 6,Bershka,Bueno,"5,00 €",1,12
pilar_18,Gijón,1,Pantalón corto vaquero Bershka ,"Usado un par de veces
Talla pequeña",38,XXS / 32 / 4,Bershka,Muy bueno,"3,00 €",26,2
israelpintor,,1,Zapatillas casuales Mango hombre #42,"Estas zapatillas fueron compradas en Mango, por internet. No atiné con la talla, pensé que me irían bien, pero me quedaron algo estrechas y yo prefiero ir más suelto. Son 42, las recomiendo para pues finos, gente delgada. Yo soy gordito y eso no ayuda. Tienen una sola puesta. ",55,42,Mango,Muy bueno,"10,00 €",27,2
andrea.martinezp,,3,Camisa oversize ,"Camisa oversize, talla S, Stradivarius ",81,S / 36 / 8,Stradivarius,Bueno,"5,00 €",16,7
cristina30-08,Madrid,2,Zapatillas sin cordones,"Zapatillas sin cordones, talla 37. Perfecto estado por muy poco uso.",29,37,Primark,Muy bueno,"5,00 €",10,1
ariiianama,Coslada,2,Zapatos de tacón de Mary Paz,"estos zapatos han sido utilizados muy poco y están en perfectas condiciones .
los vendo porque no me siento cómoda usando tacones ",16,40,Mary Paz,Muy bueno,"5,00 €",1,2
andrea.martinezp,,3,Blusa blanca ancha,"Blusa blanca, talla S, detalle abajo",48,S / 36 / 8,Stradivarius,Muy bueno,"3,00 €",12,3
ezi123456789,Alhaurin El Grande,9,Zapatos negro,Zapato negro muy elegante,7,39.5 ,,Muy bueno,"5,00 €",1,0
alex53920,,2,Vestido blanco con rayas azules y rojas de Bershka ,Una vez usado y en muy buen estado. ,28,S / 36 / 8,Bershka,Muy bueno,"4,50 €",7,4
davgarclop37,,1,Camiseta básica de JD,"Usado unas cuantas de veces,pero está en muy buen estado,es ancha",43,M,Siksilk,Muy bueno,"7,50 €",21,1
cpardodevera,Madrid,2,Sandalias con tiras de tela de PIlar Burgos,"Sandalias beige con tiras de tela de lunares. Buenísima calidad y perfecto estado, no tienen ningún uso. Tienen tacón de 5cm. Pueden mandarse con la caja original o sin ella.",46,40,Pilar Burgos,Nuevo con etiquetas,"10,00 €",4,0
sue28302,Gandia,4,Jersey oversize blanco,"Es la talla M pero realmente vale para la S de una forma mas oversize, usado muy pocas veces y lo vendo porque no me lo pongo. No tiene ningún hilo deshilachado ni nada además de ser muy calentito!!",82,M / 38 / 10,Pull & Bear,Bueno,"4,50 €",12,11
iregom,Santiago de Compostela,11,Falda vaquera Zara,"Falda vaquera Zara talla XS amplia
",22,XS / 34 / 6,Zara,Bueno,"4,00 €",9,7
lgff14,Jerez de la Frontera,18,mono sin mangas bershka ,"Mono de estampados sin mangas
",8,XS / 34 / 6,Bershka,Muy bueno,"4,00 €",27,1
javi1992,,5,Polo Spagnolo ,Nuevo con la etiqueta. Sin usar. Color muy favorecedor. Impecable.,8,XS,spagnolo,Nuevo con etiquetas,"15,00 €",6,1
anitaa4115,,3,Pantalón vaquero de mango,"No usado, con etiqueta. ",472,S / 36 / 8,Mango,Nuevo con etiquetas,"10,00 €",1,33
entreequis,Tomares,13,Falda ,"Con abertura lateral y estampado de cebra azul y blanco.
Talla XS/S (estira mucho)

De Shein",33,XS / 34 / 6,Desconocida,Nuevo sin etiquetas,"5,00 €",9,10
lorenabielevich,,66,Pantalón corto militar ,pantalón niña corto militar talla 9 10 años primark ,40,10 años/ 134-140 cm,Primark,Nuevo con etiquetas,"3,00 €",3,14
lgff14,Jerez de la Frontera,18,peto vaquero negro bolsillos,Un peto vaquero en color negro con bolsillos,67,S / 36 / 8,Pull & Bear,Muy bueno,"5,00 €",1,6
anitaa4115,,3,Pantalón de mango talla XS ,"No usado, ideal para entretiempo, a la vista que esta con etiqueta. ",168,XS / 34 / 6,Mango,Nuevo con etiquetas,"10,00 €",16,15
maldj91,Burgos,3,Bolso marrón de charol,Bolso en buen estado,34,,Paula Rossi,Bueno,"8,00 €",1,0
melany-jt,,2,Americana,Con etiqueta ,137,S / 36 / 8,Bershka,Nuevo con etiquetas,"9,00 €",12,29
lorena.dz,San Martín Vell,3,Chaqueta marrón ,"Chaqueta de vestir, de paño, marrón, muy cómoda y elegante ",12,M,forecast,Muy bueno,"5,00 €",2,0
arualcf,Tudela,40,Camisa cuadros Zara. Talla S. Dos posiciones: camiseta manga corta y palabra de honor ,"Camiseta cuadros Zara. Talla XS. Dos posiciones. Sin estrenar, con etiqueta ",29,S / 36 / 8,Zara,Nuevo con etiquetas,"8,00 €",9,1
chari655,Vila-seca,3,Zapatillas Nike Air Jordan Express,"Zapatillas Nike Air Jordan Express de hombre.

Talla 45.5

Se venden por cambio de zapatillas. Zapatillas usadas, pero en muy buen estado como se puede ver en las imágenes.",71,45.5,Jordan,Muy bueno,"40,00 €",1,2
matix16,,33,Camisa doble,Cuadros y camiseta unida blanca,14,M,Vintage,Muy bueno,"4,00 €",15,0
srt.luisito,,2,Chaqueta Champion,Usada 1 vez la chaqueta me va pequeña el pantalón me lo quedo obvio ,45,M,Champion,Nuevo con etiquetas,"30,00 €",1,6
juani27ng,,37,Cuñas marrones ,"cuñas de Zara marrones, usadas dos veces, en perfecto estado",115,40,Zara,Muy bueno,"12,00 €",2,2
verse412,Leon,2,Bolso marrón Mango,"Muy poco usado , el forro de dentro tiene alguna pelotilla del roce. Esta por fuera perfecto.",102,,Mango,Bueno,"5,00 €",2,8
marta1499,Madrid,2,Deportivas Puma ,"Muy poco uso, casi nuevas. Talla 36. Negras",11,36,Puma,Muy bueno,"10,00 €",1,0
